year,country,artist_name,song_name,language,style,gender,main_singers,key,BPM,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,speechiness,final_place
2015,Norway,Morland & Debrah Scarlett,A Monster Like Me,English,Ballad,Mix,2,Db Minor,147,31,31,17,8 dB,46,0,10,3,8
2015,Portugal,Leonor Andrade,Ha um mar que nos separa,Portuguese,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,
2015,Czech Republic,Marta Jandova & Vaclav Noid Barta,Hope Never Dies,English,Ballad,Mix,2,-,-,-,-,-,,-,-,-,-,
2015,Israel,Nadav Guedj,Golden Boy,English,Pop,Male,1,Db Minor,115,83,72,70,5 dB,18,0,7,6,9
2015,Latvia,Aminata,Love Injected,English,Pop,Female,1,G Minor,144,29,45,16,10 dB,12,2,12,5,6
2015,Azerbaijan,Elnur Huseynov,Hour of the Wolf,English,Ballad,Male,1,D Major,106,67,48,19,5 dB,6,0,31,4,12
2015,Iceland,Maria Olafs,Unbroken,English,Pop,Female,1,Ab Major,97,61,27,46,7 dB,10,0,30,5,
2015,Sweden,Mans Zelmerlow,Heroes,English,Pop,Male,1,G Major,124,79,48,37,4 dB,7,0,5,4,1
2015,Switzerland,Melanie Rene,Time to Shine,English,Pop,Female,1,E Minor,140,67,60,45,7 dB,1,0,14,4,
2015,Cyprus,John Karayiannis,One Thing I Should Have Done,English,Ballad,Male,1,Eb Major,90,38,35,46,8 dB,55,0,37,3,22
2015,Slovenia,Maraaya,Here for You,English,Pop,Female,1,E Minor,158,76,29,54,5 dB,1,0,38,17,14
2015,Poland,Monika Kuszynska,In the Name of Love,English,Ballad,Female,1,Db Major,82,64,34,13,7 dB,15,0,18,4,23
2015,France,Lisa Angell,N'oubliez pas,French,Ballad,Female,1,A Minor,126,51,54,21,6 dB,75,0,10,3,25
2015,United Kingdom,Electro Velvet,Still in Love with You,English,Pop,Mix,2,C Major,117,81,75,74,4 dB,3,0,8,6,24
2015,Austria,The Makemakes,I Am Yours,English,Ballad,Male,1,Db Major,83,50,52,25,6 dB,31,0,10,3,26
2015,Germany,Ann Sophie,Black Smoke,English,Pop,Female,1,Db Major,172,86,61,81,4 dB,0,0,15,9,27
2015,Spain,Edurne,Amanecer,Spanish,Ballad,Female,1,Eb Minor,127,70,45,11,4 dB,14,0,10,3,21
2015,Italy,Il Volo,Grande amore,Italian,Ballad,Male,3,Db Major,142,60,46,15,6 dB,6,0,15,3,3
2014,Armenia,Aram MP3,Not Alone,English,Ballad,Male,1,C Minor,70,63,45,20,7 dB,28,95,20,3,4
2014,Latvia,Aarzemnieki,Cake to Bake,English,Pop,Male,2,Fs Major,99,69,59,81,7 dB,63,0,13,7,
2014,Estonia,Tanja,Amazing,English,Dance,Female,1,F Minor,128,63,64,14,7 dB,1,43,12,4,
2014,Sweden,Sanna Nielsen,Undo,English,Ballad,Female,1,Fs Major,122,49,58,26,4 dB,40,0,8,4,3
2014,Iceland,Pollaponk,No Prejudice,English,Rock,Male,3,G Major,108,93,71,76,5 dB,11,0,26,9,15
2014,Albania,Hersi,One Night's Anger,English,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,
2014,Russia,Tolmachevy Sisters,Shine,English,Pop,Female,2,E Minor,120,87,63,71,5 dB,22,0,10,3,7
2014,Azerbaijan,Dilara Kazimova,Start a Fire,English,Ballad,Female,1,B Minor,85,32,30,31,7 dB,83,0,18,3,22
2014,Ukraine,Mariya Yaremchuk,Tick-Tock,English,Pop,Female,1,Fs Minor,125,90,70,73,4 dB,1,0,6,4,6
2014,Belgium,Axel Hirsoux,Mother,English,Ballad,Male,1,E Minor,87,33,31,25,8 dB,86,0,10,3,
2014,Moldova,Cristina Scarlat,Wild Soul,English,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,
2014,San Marino,Valentina Monetta,Maybe,English,Ballad,Female,2,-,-,-,-,-,,-,-,-,-,24
2014,Portugal,Suzy,Quero ser tua,Portuguese,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2014,Netherlands,The Common Linnets,Calm After the Storm,English,Traditional,Mix,2,Fs Major,116,37,71,43,11 dB,52,23,11,3,2
2014,Montenegro,Sergej cetkovic,Moj svijet,Montenegrin,Ballad,Male,1,C Minor,53,58,19,23,5 dB,32,0,11,4,19
2014,Hungary,Andras Kallay-Saunders,Running,English,Pop,Male,1,-,-,-,-,-,,-,-,-,-,5
2014,Malta,Firelight,Coming Home,English,Traditional,Mix,2,-,-,-,-,-,,-,-,-,-,23
2014,Israel,Mei Finegold,Same Heart,"English, Hebrew",Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2014,Norway,Carl Espen,Silent Storm,English,Ballad,Male,1,A Major,75,20,35,24,11 dB,86,0,10,4,8
2014,Georgia,The Shin and Mariko,Three Minutes to Earth,English,Traditional,Mix,2,-,-,-,-,-,,-,-,-,-,
2014,Poland,Donatan & Cleo,My Slowianie – We Are Slavic,"Polish, English",Traditional,Female,1,G Major,156,85,68,68,5 dB,26,0,38,10,14
2014,Austria,Conchita Wurst,Rise Like a Phoenix,English,Ballad,Male,1,D Minor,82,45,43,21,9 dB,8,0,13,3,1
2014,Lithuania,Vilija,Attention,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2014,Finland,Softengine,Something Better,English,Rock,Male,1,C Major,146,88,56,37,6 dB,0,0,25,6,11
2014,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,English,Pop,Female,1,C Major,120,84,68,74,4 dB,29,0,19,3,
2014,Belarus,Teo,Cheesecake,English,Pop,Male,1,Db Minor,95,80,80,89,4 dB,18,0,7,7,16
2014,North Macedonia,Tijana,To the Sky,English,Pop,Female,1,Db Minor,128,88,55,74,5 dB,0,0,10,5,
2014,Switzerland,Sebalter,Hunter of Stars,English,Pop,Male,1,E Minor,88,89,57,92,4 dB,14,0,10,7,13
2014,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,English,Dance,Male,2,C Minor,128,82,67,65,6 dB,4,0,39,6,20
2014,Slovenia,Tinkara Kovac,Round and Round,"English, Slovene",Pop,Female,1,Ab Major,120,63,54,25,6 dB,2,0,22,3,25
2014,Romania,Paula Seling & Ovi,Miracle,English,Dance,Mix,2,A Major,135,87,55,35,4 dB,2,0,18,4,12
2014,Germany,Elaiza,Is It Right,English,Traditional,Female,1,-,-,-,-,-,,-,-,-,-,18
2014,France,TWIN TWIN,Moustache,French,Dance,Male,1,Eb Minor,128,89,66,79,5 dB,0,0,9,4,26
2014,Italy,Emma,La mia citta,Italian,Rock,Female,1,-,-,-,-,-,,-,-,-,-,21
2014,Spain,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",Ballad,Female,1,C Major,130,67,60,42,7 dB,68,0,10,4,10
2014,Denmark,Basim,Cliche Love Song,English,Pop,Male,1,Ab Major,112,84,78,71,4 dB,5,0,5,6,9
2014,United Kingdom,Molly,Children of the Universe,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,17
2013,Austria,Natalia Kelly,Shine,English,Pop,Female,1,B Minor,122,92,62,62,5 dB,0,0,7,7,
2013,Estonia,Birgit,Et uus saaks alguse,Estonian,Ballad,Female,1,F Major,78,59,47,32,5 dB,77,0,7,3,20
2013,Slovenia,Hannah,Straight Into Love,English,Dance,Female,1,D Major,128,80,55,11,5 dB,0,0,8,5,
2013,Croatia,Klapa s Mora,Mizerja,Croatian,Traditional,Male,6,Fs Major,100,52,29,29,8 dB,29,0,16,4,
2013,Denmark,Emmelie de Forest,Only Teardrops,English,Pop,Female,1,C Major,128,86,62,23,10 dB,0,89,36,3,1
2013,Russia,Dina Garipova,What If,English,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,5
2013,Ukraine,Zlata Ognevich,Gravity,English,Pop,Female,1,C Major,176,78,32,46,4 dB,52,0,29,8,3
2013,Netherlands,Anouk,Birds,English,Ballad,Female,1,B Major,85,41,17,9,8 dB,61,0,11,3,9
2013,Montenegro,Who See,Igranka,Montenegrin,Dance,Mix,3,-,-,-,-,-,,-,-,-,-,
2013,Lithuania,Andrius Pojavis,Something,English,Dance,Male,1,F Major,130,74,53,52,5 dB,3,0,10,3,22
2013,Belarus,Alyona Lanskaya,Solayoh,English,Dance,Female,1,B Minor,95,91,81,60,5 dB,2,0,28,5,16
2013,Moldova,Aliona Moon,O mie,Romanian,Ballad,Female,1,D Minor,128,72,62,31,3 dB,56,0,18,3,11
2013,Ireland,Ryan Dolan,Only Love Survives,English,Pop,Male,1,C Minor,128,83,54,35,5 dB,0,0,19,7,26
2013,Cyprus,Despina Olympiou,An me thimasai,Greek,Ballad,Female,1,D Minor,105,72,63,54,7 dB,34,0,12,3,
2013,Belgium,Roberto Bellarosa,Love Kills,English,Pop,Male,1,Fs Major,132,68,46,35,7 dB,1,0,17,3,12
2013,Serbia,Moje 3,Ljubav je svuda,Serbian,Dance,Female,3,-,-,-,-,-,,-,-,-,-,
2013,Latvia,PeR,Here We Go,English,Dance,Male,2,-,-,-,-,-,,-,-,-,-,
2013,San Marino,Valentina Monetta,Crisalide (Vola),Italian,Ballad,Female,1,Eb Minor,152,83,35,60,5 dB,45,0,15,7,
2013,North Macedonia,Esma & Lozano,Pred da se razdeni,"Macedonian, Romani",Traditional,Mix,2,Bb Major,125,91,56,28,4 dB,0,0,33,4,
2013,Azerbaijan,Farid Mammadov,Hold Me,English,Ballad,Male,1,Bb Minor,90,78,51,36,4 dB,1,0,18,3,2
2013,Finland,Krista Siegfrids,Marry Me,English,Pop,Female,1,Fs Minor,145,74,80,84,8 dB,0,0,7,14,24
2013,Malta,Gianluca,Tomorrow,English,Pop,Male,1,A Major,100,64,72,83,7 dB,73,0,9,3,8
2013,Bulgaria,Elitsa Todorova & Stoyan Yankoulov,Samo shampioni,Bulgarian,Traditional,Mix,2,A Minor,130,93,64,74,5 dB,1,0,9,9,
2013,Iceland,Eythor Ingi,Eg a lif,Icelandic,Traditional,Male,1,A Major,75,34,49,39,9 dB,50,0,12,3,17
2013,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek1,Traditional,Male,4,D Minor,172,94,57,73,4 dB,1,0,3,4,6
2013,Israel,Moran Mazor,Rak Bishvilo,Hebrew,Ballad,Female,1,Bb Minor,105,79,60,32,4 dB,47,0,52,5,
2013,Armenia,Dorians,Lonely Planet,English,Rock,Male,1,-,-,-,-,-,,-,-,-,-,18
2013,Hungary,ByeAlex,Kedvesem (Zoohacker Remix),Hungarian,Pop,Male,1,C Major,82,21,66,44,10 dB,77,0,11,4,10
2013,Norway,Margaret Berger,I Feed You My Love,English,Dance,Female,1,B Minor,96,95,34,40,4 dB,0,0,24,42,4
2013,Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,Albanian,Rock,Male,2,-,-,-,-,-,,-,-,-,-,
2013,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,English,Ballad,Mix,2,F Major,138,32,34,19,9 dB,69,0,17,3,15
2013,Switzerland,Takasa,You and Me,English,Pop,Mix,2,Ab Minor,134,76,58,69,8 dB,0,88,5,4,
2013,Romania,Cezar,It's My Life,English,Dance,Male,1,B Minor,135,91,50,54,5 dB,20,0,13,9,13
2013,France,Amandine Bourgeois,L'enfer et moi,French,Rock,Female,1,Db Minor,90,62,55,34,5 dB,1,0,33,3,23
2013,Spain,ESDM,Contigo hasta el final,Spanish,Rock,Female,1,-,-,-,-,-,,-,-,-,-,25
2013,Germany,Cascada,Glorious,English,Dance,Female,1,-,-,-,-,-,,-,-,-,-,21
2013,United Kingdom,Bonnie Tyler,Believe in Me,English,Rock,Female,1,Ab Major,129,64,60,21,6 dB,33,0,9,3,19
2013,Sweden,Robin Stjernberg,You,English,Dance,Male,1,-,-,-,-,-,,-,-,-,-,14
2013,Italy,Marco Mengoni,L'essenziale,Italian,Ballad,Male,1,Fs Major,126,63,56,15,4 dB,20,0,11,4,7
2012,Montenegro,Rambo Amadeus,Euro Neuro,English,Traditional,Male,1,-,-,-,-,-,,-,-,-,-,
2012,Iceland,Greta Salome and Jonsi,Never Forget,English,Ballad,Mix,2,C Minor,101,73,34,48,4 dB,14,0,5,3,20
2012,Greece,Eleftheria Eleftheriou,Aphrodisiac,English,Dance,Female,1,B Minor,110,86,63,87,5 dB,0,0,30,3,17
2012,Latvia,Anmary,Beautiful Song,English,Pop,Female,1,Ab Minor,120,82,73,92,6 dB,6,0,31,5,
2012,Albania,Rona Nishliu,Suus3,Albanian,Ballad,Female,1,Bb Minor,74,33,28,9,5 dB,80,0,11,3,5
2012,Romania,Mandinga,Zaleilah,"Spanish, English",Dance,Female,1,D Minor,127,82,70,79,6 dB,5,1,34,5,12
2012,Switzerland,Sinplus,Unbreakable,English,Rock,Male,1,D Major,144,94,49,50,3 dB,1,0,8,4,
2012,Belgium,Iris,Would You?,English,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,
2012,Finland,Pernilla Karlsson,Nar jag blundar,Swedish,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,
2012,Israel,Izabo,Time,"English, Hebrew",Pop,Male,1,B Major,130,85,46,73,3 dB,1,0,7,4,
2012,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),English,Dance,Female,1,Ab Minor,106,91,69,89,6 dB,8,33,6,4,
2012,Cyprus,Ivi Adamou,La La Love,English,Dance,Female,1,-,-,-,-,-,,-,-,-,-,16
2012,Denmark,Soluna Samay,Should've Known Better,English,Rock,Female,1,D Major,94,48,83,75,7 dB,56,0,35,5,23
2012,Russia,Buranovskiye Babushki,Party for Everybody,"Udmurt, English",Dance,Female,6,C Minor,126,85,65,62,5 dB,19,0,35,13,2
2012,Hungary,Compact Disco,Sound of Our Hearts,English,Pop,Male,1,B Minor,80,82,41,25,4 dB,1,0,18,4,24
2012,Austria,Trackshittaz,Woki mit deim Popo,German5,Dance,Male,2,C Major,121,85,87,89,2 dB,4,0,42,4,
2012,Moldova,Pasha Parfeny,Lautar,English6,Pop,Male,1,G Minor,107,86,66,60,4 dB,11,0,21,6,11
2012,Ireland,Jedward,Waterline,English,Dance,Male,2,Bb Major,144,73,66,86,6 dB,0,0,7,4,19
2012,Serbia,zeljko Joksimovic,Nije ljubav stvar ,Serbian,Ballad,Male,1,-,-,-,-,-,,-,-,-,-,3
2012,North Macedonia,Kaliopi,Crno i belo,Macedonian,Rock,Female,1,D Minor,130,52,73,21,10 dB,36,0,8,33,13
2012,Netherlands,Joan Franka,You and Me,English,Pop,Female,1,Fs Major,98,64,66,70,6 dB,20,0,14,2,
2012,Malta,Kurt Calleja,This Is the Night,English,Dance,Male,1,C Major,122,87,65,64,4 dB,0,0,7,4,21
2012,Belarus,Litesound,We Are the Heroes,English,Dance,Male,1,Db Minor,120,89,52,52,4 dB,1,0,8,4,
2012,Portugal,Filipa Sousa,Vida minha,Portuguese,Ballad,Female,1,A Minor,86,21,37,21,11 dB,87,0,12,3,
2012,Ukraine,Gaitana,Be My Guest,English,Dance,Female,1,-,-,-,-,-,,-,-,-,-,15
2012,Bulgaria,Sofi Marinova,Love Unlimited,Bulgarian,Dance,Female,1,B Minor,130,66,75,86,9 dB,14,0,36,14,
2012,Slovenia,Eva Boto,Verjamem,Slovene,Ballad,Female,1,F Minor,132,54,36,12,6 dB,31,0,11,3,
2012,Croatia,Nina Badric,Nebo,Croatian,Ballad,Female,1,G Minor,113,65,52,31,6 dB,46,0,8,5,
2012,Sweden,Loreen,Euphoria,English,Dance,Female,1,B Minor,132,78,56,39,5 dB,14,0,28,4,1
2012,Georgia,Anri Jokhadze,I'm a Joker,"English, Georgian",Pop,Male,1,-,-,-,-,-,,-,-,-,-,
2012,Turkey,Can Bonomo,Love Me Back,English,Traditional,Male,1,E Major,102,96,70,64,5 dB,18,0,73,7,7
2012,Estonia,Ott Lepland,Kuula,Estonian,Ballad,Male,1,F Major,129,31,37,14,8 dB,45,0,9,3,6
2012,Slovakia,Max Jason Mai,Don't Close Your Eyes,English,Rock,Male,1,-,-,-,-,-,,-,-,-,-,
2012,Norway,Tooji,Stay,English,Dance,Male,1,F Minor,127,90,61,59,3 dB,0,0,8,11,26
2012,Bosnia and Herzegovina,Maya Sar,Korake ti znam,Bosnian,Ballad,Female,1,A Major,122,35,38,44,8 dB,71,0,24,3,18
2012,Lithuania,Donny Montell,Love Is Blind,English,Ballad,Male,1,Eb Minor,124,31,76,8,10 dB,32,77,11,6,14
2012,United Kingdom,Engelbert Humperdinck,Love Will Set You Free,English,Ballad,Male,1,D Minor,120,32,46,24,8 dB,86,0,14,3,25
2012,France,Anggun,Echo (You and I),"French, English",Pop,Female,1,Bb Major,137,79,58,70,5 dB,0,0,10,3,22
2012,Italy,Nina Zilli,L'amore e femmina (Out of Love),"English, Italian",Pop,Female,1,-,-,-,-,-,,-,-,-,-,9
2012,Azerbaijan,Sabina Babayeva,When the Music Dies,English,Ballad,Female,1,Db Minor,92,9,22,30,4 dB,61,0,43,3,4
